service_id,date,exception_type
000001,20220612,1
000001,20220619,1
000001,20220626,1
000001,20220703,1
000001,20220710,1
000001,20220717,1
000001,20220724,1
000001,20220731,1
000001,20220807,1
000001,20220814,1
000001,20220815,1
000001,20220821,1
000001,20220828,1
000001,20220904,1
000002,20220607,1
000002,20220608,1
000002,20220609,1
000002,20220610,1
000002,20220613,1
000002,20220614,1
000002,20220615,1
000002,20220616,1
000002,20220617,1
000002,20220620,1
000002,20220621,1
000002,20220622,1
000002,20220623,1
000002,20220624,1
000002,20220627,1
000002,20220628,1
000002,20220629,1
000002,20220630,1
000002,20220701,1
000002,20220829,1
000002,20220830,1
000002,20220831,1
000002,20220901,1
000002,20220902,1
000002,20220905,1
000002,20220906,1
000003,20220611,1
000003,20220612,1
000003,20220618,1
000003,20220619,1
000003,20220625,1
000003,20220626,1
000003,20220702,1
000003,20220703,1
000003,20220704,1
000003,20220705,1
000003,20220706,1
000003,20220707,1
000003,20220708,1
000003,20220709,1
000003,20220710,1
000003,20220711,1
000003,20220712,1
000003,20220713,1
000003,20220714,1
000003,20220715,1
000003,20220716,1
000003,20220717,1
000003,20220718,1
000003,20220719,1
000003,20220720,1
000003,20220721,1
000003,20220722,1
000003,20220723,1
000003,20220724,1
000003,20220725,1
000003,20220726,1
000003,20220727,1
000003,20220728,1
000003,20220729,1
000003,20220730,1
000003,20220731,1
000003,20220801,1
000003,20220802,1
000003,20220803,1
000003,20220804,1
000003,20220805,1
000003,20220806,1
000003,20220807,1
000003,20220808,1
000003,20220809,1
000003,20220810,1
000003,20220811,1
000003,20220812,1
000003,20220813,1
000003,20220814,1
000003,20220815,1
000003,20220816,1
000003,20220817,1
000003,20220818,1
000003,20220819,1
000003,20220820,1
000003,20220821,1
000003,20220822,1
000003,20220823,1
000003,20220824,1
000003,20220825,1
000003,20220826,1
000003,20220827,1
000003,20220828,1
000003,20220903,1
000003,20220904,1
000004,20220611,1
000004,20220618,1
000004,20220625,1
000004,20220702,1
000004,20220709,1
000004,20220714,1
000004,20220715,1
000004,20220716,1
000004,20220723,1
000004,20220730,1
000004,20220806,1
000004,20220813,1
000004,20220820,1
000004,20220827,1
000004,20220903,1
000005,20220607,1
000005,20220608,1
000005,20220609,1
000005,20220610,1
000005,20220613,1
000005,20220614,1
000005,20220615,1
000005,20220616,1
000005,20220617,1
000005,20220620,1
000005,20220621,1
000005,20220622,1
000005,20220623,1
000005,20220624,1
000005,20220627,1
000005,20220628,1
000005,20220629,1
000005,20220630,1
000005,20220701,1
000005,20220704,1
000005,20220705,1
000005,20220706,1
000005,20220707,1
000005,20220708,1
000005,20220711,1
000005,20220712,1
000005,20220713,1
000005,20220718,1
000005,20220719,1
000005,20220720,1
000005,20220721,1
000005,20220722,1
000005,20220725,1
000005,20220726,1
000005,20220727,1
000005,20220728,1
000005,20220729,1
000005,20220801,1
000005,20220802,1
000005,20220803,1
000005,20220804,1
000005,20220805,1
000005,20220808,1
000005,20220809,1
000005,20220810,1
000005,20220811,1
000005,20220812,1
000005,20220816,1
000005,20220817,1
000005,20220818,1
000005,20220819,1
000005,20220822,1
000005,20220823,1
000005,20220824,1
000005,20220825,1
000005,20220826,1
000005,20220829,1
000005,20220830,1
000005,20220831,1
000005,20220901,1
000005,20220902,1
000005,20220905,1
000005,20220906,1
000006,20220607,1
000006,20220613,1
000006,20220620,1
000006,20220627,1
000006,20220704,1
000006,20220711,1
000006,20220718,1
000006,20220725,1
000006,20220801,1
000006,20220808,1
000006,20220816,1
000006,20220822,1
000006,20220829,1
000006,20220905,1
000007,20220702,1
000007,20220709,1
000007,20220714,1
000007,20220715,1
000007,20220716,1
000007,20220723,1
000007,20220730,1
000007,20220806,1
000007,20220813,1
000007,20220820,1
000007,20220827,1
000008,20220611,1
000008,20220618,1
000008,20220625,1
000008,20220903,1
000009,20220607,1
000009,20220608,1
000009,20220609,1
000009,20220613,1
000009,20220614,1
000009,20220615,1
000009,20220616,1
000009,20220620,1
000009,20220621,1
000009,20220622,1
000009,20220623,1
000009,20220627,1
000009,20220628,1
000009,20220629,1
000009,20220630,1
000009,20220714,1
000009,20220715,1
000009,20220829,1
000009,20220830,1
000009,20220831,1
000009,20220901,1
000009,20220905,1
000009,20220906,1
000010,20220611,1
000010,20220618,1
000010,20220625,1
000010,20220702,1
000010,20220709,1
000010,20220716,1
000010,20220723,1
000010,20220730,1
000010,20220806,1
000010,20220813,1
000010,20220820,1
000010,20220827,1
000010,20220903,1
000011,20220607,1
000011,20220608,1
000011,20220609,1
000011,20220610,1
000011,20220613,1
000011,20220614,1
000011,20220615,1
000011,20220616,1
000011,20220617,1
000011,20220620,1
000011,20220621,1
000011,20220622,1
000011,20220623,1
000011,20220624,1
000011,20220627,1
000011,20220628,1
000011,20220629,1
000011,20220630,1
000011,20220701,1
000011,20220704,1
000011,20220705,1
000011,20220706,1
000011,20220707,1
000011,20220708,1
000011,20220711,1
000011,20220712,1
000011,20220713,1
000011,20220715,1
000011,20220718,1
000011,20220719,1
000011,20220720,1
000011,20220721,1
000011,20220722,1
000011,20220725,1
000011,20220726,1
000011,20220727,1
000011,20220728,1
000011,20220729,1
000011,20220801,1
000011,20220802,1
000011,20220803,1
000011,20220804,1
000011,20220805,1
000011,20220808,1
000011,20220809,1
000011,20220810,1
000011,20220811,1
000011,20220812,1
000011,20220816,1
000011,20220817,1
000011,20220818,1
000011,20220819,1
000011,20220822,1
000011,20220823,1
000011,20220824,1
000011,20220825,1
000011,20220826,1
000011,20220829,1
000011,20220830,1
000011,20220831,1
000011,20220901,1
000011,20220902,1
000011,20220905,1
000011,20220906,1
000012,20220611,1
000012,20220612,1
000012,20220618,1
000012,20220619,1
000012,20220625,1
000012,20220626,1
000012,20220702,1
000012,20220703,1
000012,20220709,1
000012,20220710,1
000012,20220714,1
000012,20220716,1
000012,20220717,1
000012,20220723,1
000012,20220724,1
000012,20220730,1
000012,20220731,1
000012,20220806,1
000012,20220807,1
000012,20220813,1
000012,20220814,1
000012,20220815,1
000012,20220820,1
000012,20220821,1
000012,20220827,1
000012,20220828,1
000012,20220903,1
000012,20220904,1
000013,20220610,1
000013,20220617,1
000013,20220624,1
000013,20220701,1
000013,20220708,1
000013,20220713,1
000013,20220722,1
000013,20220729,1
000013,20220805,1
000013,20220812,1
000013,20220819,1
000013,20220826,1
000013,20220902,1
000014,20220607,1
000014,20220608,1
000014,20220609,1
000014,20220610,1
000014,20220613,1
000014,20220614,1
000014,20220615,1
000014,20220616,1
000014,20220617,1
000014,20220620,1
000014,20220621,1
000014,20220622,1
000014,20220623,1
000014,20220624,1
000014,20220627,1
000014,20220628,1
000014,20220629,1
000014,20220630,1
000014,20220701,1
000014,20220704,1
000014,20220705,1
000014,20220706,1
000014,20220707,1
000014,20220708,1
000014,20220711,1
000014,20220712,1
000014,20220713,1
000014,20220714,1
000014,20220715,1
000014,20220718,1
000014,20220719,1
000014,20220720,1
000014,20220721,1
000014,20220722,1
000014,20220725,1
000014,20220726,1
000014,20220727,1
000014,20220728,1
000014,20220729,1
000014,20220801,1
000014,20220802,1
000014,20220803,1
000014,20220804,1
000014,20220805,1
000014,20220808,1
000014,20220809,1
000014,20220810,1
000014,20220811,1
000014,20220812,1
000014,20220816,1
000014,20220817,1
