service_id,date,exception_type
000001,20211112,1
000002,20211120,1
000002,20211121,1
000003,20211111,1
000003,20211113,1
000003,20211114,1
000003,20211127,1
000003,20211128,1
000003,20211204,1
000003,20211205,1
000003,20211211,1
000004,20211110,1
000004,20211115,1
000004,20211116,1
000004,20211117,1
000004,20211118,1
000004,20211119,1
000004,20211122,1
000004,20211123,1
000004,20211124,1
000004,20211125,1
000004,20211126,1
000004,20211129,1
000004,20211130,1
000004,20211201,1
000004,20211202,1
000004,20211203,1
000004,20211206,1
000004,20211207,1
000004,20211208,1
000004,20211209,1
000004,20211210,1
000005,20211214,1
000005,20211215,1
000005,20211216,1
000005,20211221,1
000005,20211222,1
000005,20211223,1
000005,20211228,1
000005,20211229,1
000005,20211230,1
000005,20220104,1
000005,20220105,1
000005,20220106,1
000005,20220111,1
000005,20220112,1
000005,20220113,1
000005,20220118,1
000005,20220119,1
000005,20220120,1
000005,20220125,1
000005,20220126,1
000005,20220127,1
000005,20220201,1
000005,20220202,1
000005,20220203,1
000006,20220208,1
000006,20220209,1
000007,20220207,1
000008,20211212,1
000008,20211213,1
000008,20211217,1
000008,20211218,1
000008,20211219,1
000008,20211220,1
000008,20211224,1
000008,20211225,1
000008,20211226,1
000008,20211227,1
000008,20211231,1
000008,20220101,1
000008,20220102,1
000008,20220103,1
000008,20220107,1
000008,20220108,1
000008,20220109,1
000008,20220110,1
000008,20220114,1
000008,20220115,1
000008,20220116,1
000008,20220117,1
000008,20220121,1
000008,20220122,1
000008,20220123,1
000008,20220124,1
000008,20220128,1
000008,20220129,1
000008,20220130,1
000008,20220131,1
000008,20220204,1
000008,20220205,1
000008,20220206,1
000009,20211110,1
000009,20211111,1
000009,20211112,1
000009,20211113,1
000009,20211114,1
000009,20211115,1
000009,20211116,1
000009,20211117,1
000009,20211118,1
000009,20211119,1
000009,20211120,1
000009,20211122,1
000009,20211123,1
000009,20211124,1
000009,20211125,1
000009,20211126,1
000009,20211127,1
000009,20211128,1
000009,20211129,1
000009,20211130,1
000009,20211201,1
000009,20211202,1
000009,20211203,1
000009,20211204,1
000009,20211205,1
000009,20211206,1
000009,20211207,1
000009,20211208,1
000009,20211209,1
000009,20211210,1
000009,20211211,1
000010,20211121,1
000011,20211212,1
000011,20211213,1
000011,20211214,1
000011,20211215,1
000011,20211216,1
000011,20211217,1
000011,20211218,1
000011,20211219,1
000011,20211220,1
000011,20211221,1
000011,20211222,1
000011,20211223,1
000011,20211224,1
000011,20211225,1
000011,20211226,1
000011,20211227,1
000011,20211228,1
000011,20211229,1
000011,20211230,1
000011,20211231,1
000011,20220101,1
000011,20220102,1
000011,20220103,1
000011,20220104,1
000011,20220105,1
000011,20220106,1
000011,20220107,1
000011,20220108,1
000011,20220109,1
000011,20220110,1
000011,20220111,1
000011,20220112,1
000011,20220113,1
000011,20220114,1
000011,20220115,1
000011,20220116,1
000011,20220117,1
000011,20220118,1
000011,20220119,1
000011,20220120,1
000011,20220121,1
000011,20220122,1
000011,20220123,1
000011,20220124,1
000011,20220125,1
000011,20220126,1
000011,20220127,1
000011,20220128,1
000011,20220129,1
000011,20220130,1
000011,20220131,1
000011,20220201,1
000011,20220202,1
000011,20220203,1
000011,20220204,1
000011,20220205,1
000011,20220206,1
000012,20220207,1
000012,20220208,1
000012,20220209,1
000013,20211112,1
000013,20211113,1
000014,20211110,1
000014,20211111,1
000014,20211114,1
000014,20211115,1
000014,20211116,1
000014,20211117,1
000014,20211118,1
000014,20211119,1
000014,20211120,1
000014,20211121,1
000014,20211122,1
000014,20211123,1
000014,20211124,1
000014,20211125,1
000014,20211126,1
000014,20211127,1
000014,20211128,1
000014,20211129,1
000014,20211130,1
000014,20211201,1
000014,20211202,1
000014,20211203,1
000014,20211204,1
000014,20211205,1
000014,20211206,1
000014,20211207,1
000014,20211208,1
000014,20211209,1
000014,20211210,1
000014,20211211,1
000015,20211212,1
000015,20211213,1
000015,20211214,1
000015,20211215,1
000015,20211216,1
000015,20211217,1
000015,20211218,1
000015,20211219,1
000015,20211220,1
000015,20211221,1
000015,20211222,1
000015,20211223,1
000015,20211224,1
000015,20211225,1
000015,20211226,1
000015,20211227,1
000015,20211228,1
000015,20211229,1
000015,20211230,1
000015,20211231,1
000015,20220101,1
000015,20220102,1
000015,20220103,1
000015,20220104,1
000015,20220105,1
000015,20220106,1
000015,20220107,1
000015,20220108,1
000015,20220109,1
000015,20220110,1
000015,20220111,1
000015,20220112,1
000015,20220113,1
000015,20220114,1
000015,20220115,1
000015,20220116,1
000015,20220117,1
000015,20220118,1
000015,20220119,1
000015,20220120,1
000015,20220121,1
000015,20220122,1
000015,20220123,1
000015,20220124,1
000015,20220125,1
000015,20220126,1
000015,20220127,1
000015,20220128,1
000015,20220129,1
000015,20220130,1
000015,20220131,1
000015,20220201,1
000015,20220202,1
000015,20220203,1
000015,20220204,1
000015,20220205,1
000015,20220206,1
000015,20220207,1
000015,20220208,1
000015,20220209,1
000016,20211111,1
000016,20211113,1
000016,20211114,1
000016,20211120,1
000016,20211121,1
000016,20211127,1
000016,20211128,1
000016,20211204,1
000016,20211205,1
000016,20211211,1
000017,20211212,1
000017,20211213,1
000017,20211214,1
000017,20211215,1
000017,20211216,1
000017,20211217,1
000017,20211218,1
000017,20211219,1
000017,20211220,1
000017,20211221,1
000017,20211222,1
000017,20211223,1
000017,20211224,1
000017,20211225,1
000017,20211226,1
000017,20211227,1
000017,20211228,1
000017,20211229,1
000017,20211230,1
000017,20211231,1
000017,20220110,1
000017,20220111,1
000017,20220112,1
000017,20220113,1
000017,20220114,1
000017,20220115,1
000017,20220116,1
000017,20220117,1
000017,20220118,1
000017,20220119,1
000017,20220120,1
000017,20220121,1
000017,20220122,1
000017,20220123,1
000017,20220124,1
000017,20220125,1
000017,20220126,1
000017,20220127,1
000017,20220128,1
000017,20220129,1
000017,20220130,1
000017,20220131,1
000017,20220201,1
000017,20220202,1
000017,20220203,1
000017,20220204,1
000017,20220205,1
000017,20220206,1
000018,20220101,1
000018,20220102,1
000018,20220103,1
000018,20220104,1
000018,20220105,1
000018,20220106,1
000018,20220107,1
000018,20220108,1
000018,20220109,1
000019,20211110,1
000019,20211112,1
000019,20211115,1
000019,20211116,1
000019,20211117,1
000019,20211118,1
000019,20211119,1
000019,20211122,1
000019,20211123,1
000019,20211124,1
000019,20211125,1
000019,20211126,1
000019,20211129,1
000019,20211130,1
000019,20211201,1
000019,20211202,1
000019,20211203,1
000019,20211206,1
000019,20211207,1
000019,20211208,1
000019,20211209,1
000019,20211210,1
000020,20211110,1
000020,20211111,1
000020,20211112,1
000020,20211113,1
000020,20211114,1
000020,20211115,1
000020,20211116,1
000020,20211117,1
000020,20211118,1
000020,20211119,1
000020,20211121,1
000020,20211122,1
000020,20211123,1
000020,20211124,1
000020,20211125,1
000020,20211126,1
000020,20211127,1
000020,20211128,1
000020,20211129,1
000020,20211130,1
000020,20211201,1
000020,20211202,1
000020,20211203,1
000020,20211204,1
000020,20211205,1
000020,20211206,1
000020,20211207,1
000020,20211208,1
000020,20211209,1
000020,20211210,1
